FID,OBJECTID,PARCELID,NUM_UNITS,GRPPCLID_1,EXLUCODE,CLASS,BOOK,PAGE,PARCEL,MLTOWN,PROPTYID,MKTLND,MKTIMP,NUMPCL,PNTPCLID,MKT_TOTAL_,TAXDST,OWNER6,OWNNM1,OWNNM2,OWNAD1,OWNAD2,LGLDS1,LGLDS2,LGLDS3,PREVOWN1,PREVOWN2,SPLFLG,NEWFLG,MKTCAU,NHBDNO,ADDRNO,ADDRST,ADDRSF,BANKCD,MLNM1,MLNM2,MLADR1,MLADR2,CNTDUE,DLNQDT,CNTSTG,CNTTRM,CNTFLG,RECST,SALDAT,SALTYP,SALAMT,SALSRC,VALID,SALCNV,DEEDNO,INSTTY,ACREDEED,UNIT,LOC_ST_IND,LOC_ST_DIR,LOC_SEC_NO,SCHOOL_COD,BOR_FLAG,HMSD_FLAG,PARSTAT,RED_25_FLA,DIV_FLAG,FORECL_FLA,ANNUAL_TAX,FRONT_FOOT,TAXES_PAID,PAR_DELETE,DELQ_TAXES,LGLDS4,CONVEY_NO,OWNER48,AUDPCLID,AUDPTYID,OWNAD1A,MLADR1A,ADDRECID,HNUM,CAGDIR,CAGSTRNAME,CAGSFX,ADDRTYPE,STRNAMID,JURISABBRV,JURISDICT,STRSEGID,JOINED,AREA,ACRES,PERIMETER,Shape_Length,Shape_Area
10,165886,007400010040,0,007400010040,PS,640,074,0001,0040,90,00740001004090,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,SEC READING RD & BROADWAY,24.39 X 68.61 IRR,,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,405,READING,RD,0,CINCINNATI CITY OF,CINCINNATI CITY OF,801 PLUM ST,CINCINNATI OH 452025704,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.010000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI CITY OF                              ,07400010040,0740001004090,ROOM 122,ROOM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,173.182538714021320,0.000000000000000
11,58530,007400010041,0,007400010041,VA,400,074,0001,0041,0,00740001004100,19790.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,BROADWAY 3 X 175.22      ,ES BROADWAY 36 FT S OF   ,READING RD TIF ABATEMENT,ROCK GAMING CINCINNATI LL,PARTNERSHIP,Y,N,0.000000000000000,0,1020,BROADWAY,,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.020000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400010041,0740001004100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,394.852888303486960,0.000000000000000
12,222137,007400010042,0,007400010042,VA,400,074,0001,0042,0,00740001004200,97300.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,READING RD  0.012 AC     ,           R1 T4 S18     ,            TIF ABATEMENT,ROCK GAMING CINCINNATI LL,PARTNERSHIP,Y,N,0.000000000000000,0,,COURT,ST,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.012000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400010042,0740001004200,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,191.742021465514820,0.000000000000000
13,10974,007400010043,0,007400010043,VA,400,074,0001,0043,0,00740001004300,277650.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,S S      READING RD      ,         FT IRR    TIF AB,ATEMENT,ROCK GAMING CINCINNATI LL,PARTNERSHIP,Y,N,0.000000000000000,0,,READING,RD,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.102000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400010043,0740001004300,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,603.500992539063870,0.000000000000000
14,217404,007400010044,0,007400010044,VA,400,074,0001,0044,0,00740001004400,16240.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,NS COURT ST 0.059 AC  R1 ,T4 S18TIF ABATEMENT,,ROCK GAMING CINCINNATI LL,,Y,N,0.000000000000000,0,,COURT,ST,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.059000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400010044,0740001004400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,564.443048099882840,0.000000000000000
15,11031,007400020133,0,007400020001,VA,400,074,0002,0133,0,00740002013300,0.000000000000000,0.000000000000000,0,007400020001,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,,,,BROADWAY PARTNER LIMITED,PARTNERSHIP,,,0.000000000000000,0,,,,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400020133,0740002013300,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,584.923755336455430,0.000000000000000
16,378000,007400020004,0,007400020004,VA,400,074,0002,0004,0,00740002000400,1788500.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,S S READING RD           ,0.7807 AC     TIF ABATEME,NT,ROCK GAMING CINCINNATI LL,,Y,N,0.000000000000000,0,561,READING,RD,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.832000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400020004,0740002000400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,758.941399466876530,0.000000000000000
17,10975,007400020005,0,007400020005,VA,400,074,0002,0005,0,00740002000500,3407160.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,HUNT ST   125 X 246.68 IR,R         SE SIDE OF READ,ING RD    TIF ABATEMENT,ROCK GAMING CINCINNATI LL,,Y,N,0.000000000000000,0,535,READING,RD,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.677000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400020005,0740002000500,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,805.109196192784790,0.000000000000000
18,11020,007400020009,0,007400020009,VA,400,074,0002,0009,0,00740002000900,3738700.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,READING RD    2.217 ACS  ,R1-T4-S12 & 18    TIF ABA,TEMENT,ROCK GAMING CINCINNATI LL,PETROLEUM LLC,Y,N,0.000000000000000,0,575,READING,RD,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,2.217000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400020009,0740002000900,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,1493.413782766006800,0.000000000000000
19,66103,007400030010,0,007400020019,PS,610,074,0003,0010,90,00740003001090,0.000000000000000,0.000000000000000,0,007400020019,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,,,,STATE OF OHIO THE,,,,0.000000000000000,0,,,,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400030010,0740003001000,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,90.238515521373415,0.000000000000000
20,11021,007400020089,0,007400020029,VA,400,074,0002,0089,0,00740002008900,0.000000000000000,0.000000000000000,0,007400020029,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,,,,STATE OF OHIO THE,,,,0.000000000000000,0,,,,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400020089,0740002008900,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,201.047497319010600,0.000000000000000
21,109544,007400020093,0,007400020093,PS,610,074,0002,0093,90,00740002009390,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,GILBERT AVE FT IRR EX-2  ,PT HOPPER WOOD MILES &   ,HALL SUB & TRACT ADJ     ,660 LINCOLN LLC,,N,N,0.000000000000000,0,1079,GILBERT,AV,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.260000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,PARS 93-120 CONS,0,STATE OF OHIO THE                               ,07400020093,0740002009390,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,891.842583103539030,0.000000000000000
22,11023,007400020109,0,007400020099,PS,610,074,0002,0109,90,00740002010990,0.000000000000000,0.000000000000000,0,007400020099,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,,,,STATE OF OHIO THE,,,,0.000000000000000,0,,,,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400020109,0740002010900,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,282.468709765251670,0.000000000000000
23,11025,007400020116,0,007400020113,PS,610,074,0002,0116,90,00740002011690,0.000000000000000,0.000000000000000,0,007400020113,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,,,,STATE OF OHIO THE,,,,0.000000000000000,0,,,,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400020116,0740002011600,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,301.527627701683460,0.000000000000000
24,66101,007400020144,0,007400020144,VA,400,074,0002,0144,0,00740002014400,3240.000000000000000,0.000000000000000,22,,0.000000000000000,1,ROCK  ,ROCK OHIO CAESARS,CINCINNATI LLC,1086 WOODWARD AVE,DETROIT MI 48226,HUNT ST  0.06 X 29.04 IRR,         SE SIDE OF READI,NG RD    TIF ABATEMENT,ROCK GAMING CINCINNATI LL,,N,N,0.000000000000000,0,535,READING,RD,0,ROCK OHIO CAESARS,ROCK OHIO CAESARS,1086 WOODWARD AVE,DETROIT MI 48226,0,0,,,,,40777,,0.000000000000000,2,,0,0,AF,0.002000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,ROCK OHIO CAESARS CINCINNATI LLC                ,07400020144,0740002014400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,68.659050507058907,0.000000000000000
25,222343,007400020145,0,007400020145,PS,610,074,0002,0145,90,00740002014590,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,READING RD 1253 SQ FT,,,660 LINCOLN LLC,,N,N,0.000000000000000,0,,READING,RD,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.028000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400020145,0740002014590,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,358.402381805566450,0.000000000000000
26,66102,007400020150,0,007400020150,VA,400,074,0002,0150,0,00740002015000,14080.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI CITY OF,,801 PLUM ST,CINCINNATI OH 45202-5704,E S READING RD    0.04 AC,                  R1-T4-S,12-18             TIF ABA,CINCINNATI CITY OF THE,,N,N,0.000000000000000,0,,READING,RD,0,CINCINNATI CITY OF ENGINE,,801 PLUM ST,CINCINNATI OH 45202,0,0,,,,,34003,,0.000000000000000,,,0,0,WE,0.033000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,216.780000000000000,TEMENT,0,CINCINNATI CITY OF                              ,07400020150,0740002015000,ROOM 122,RM 122, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,523.570869213322110,0.000000000000000
27,165894,007400030032,0,007400030031,VA,500,074,0003,0032,0,00740003003200,0.000000000000000,0.000000000000000,0,007400030031,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,,,,STATE OF OHIO THE,,,,0.000000000000000,0,,,,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400030032,0740003003200,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,157.279976768723800,0.000000000000000
28,166114,007400030083,0,007400030083,PS,610,074,0003,0083,90,00740003008390,0.000000000000000,0.000000000000000,1,,0.000000000000000,1,STATE ,STATE OF OHIO THE,,505 S STATE ROUTE 741,LEBANON OH 45036,E REAR READING RD FT IR  ,20694 SQ FT PT LOTS 1    ,THRU 5 J BURNS SUBDIVISIO,660 LINCOLN LLC,,N,N,0.000000000000000,0,,READING,RD,0,OHIO DEPT TRANSPORTATION ,ATTN JUDY CONARD,505 S STATE ROUTE 741,LEBANON OH 45036,0,0,,,,,2,,0.000000000000000,,,0,0,WE,0.476000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,STATE OF OHIO THE                               ,07400030083,0740003008390,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,566.313150338075270,0.000000000000000
